resume_index,job_1_match_score,job_2_match_score,job_3_match_score
1463,"('Robotic Process Automation Consultant', np.float64(0.9223168248262293))","('Business Development - AIF', np.float64(0.9215398173870315))","('Lead Data Scientist', np.float64(0.8954871753600363))"
1464,"('Internet of Things Engineer', np.float64(0.9182138436173938))","('CBS Digitalization Specialist', np.float64(0.8885695894824998))","('Innovation Specialist- Autonomous Mobility', np.float64(0.886486067865934))"
1465,"('Senior Associate Inside Sales', np.float64(0.9658805886728556))","('Inside Sales Representative', np.float64(0.9657272781420637))","('Sports Coach', np.float64(0.9423595921195556))"
1466,"('Quality Analyst', np.float64(0.9487668879919526))","('Quality Analyst', np.float64(0.9487668879919526))","('Project Manager', np.float64(0.938881215958448))"
1467,"('Data Analyst', np.float64(0.9641585176273819))","('Azure Data Engineer', np.float64(0.949656301381063))","('Azure Data Engineer', np.float64(0.949656301381063))"
1468,"('Assistant Manager -Customer Experience', np.float64(0.9680118850536222))","('Accounting Analyst [T500-5445]', np.float64(0.9152410095114558))","('Sales Executive', np.float64(0.9135098388353522))"
1469,"('Service Desk Analyst', np.float64(0.8595378016843505))","('Customer Service Specialist(SDA)', np.float64(0.8595378016843505))","('Senior Service Desk Analyst', np.float64(0.8512873845655571))"
1470,"('3G Layer3 Developer', np.float64(0.9677079733687737))","('Salesforce Developer', np.float64(0.9635071542223475))","('Technical Lead', np.float64(0.9608057874197701))"
1471,"('Teacher', np.float64(0.9313566589908958))","('Elementary School Teacher', np.float64(0.8757689500329326))","('STEM and Robotics Mentor', np.float64(0.8515256138436882))"
1472,"('Captain', np.float64(0.912042639592379))","('Team Member - Culinary (Kitchen Staff)', np.float64(0.8562037072054989))","('Chef', np.float64(0.8429485709956259))"
1473,"('Full Stack Engineer', np.float64(0.9080245244579926))","('Full Stack Engineer', np.float64(0.9080245244579926))","('Staff Engineer, Backend', np.float64(0.9034436155730052))"
1474,"('Executive Assistant', np.float64(0.8815699680579149))","('Executive Assistant', np.float64(0.8815699680579149))","('Executive Assistant', np.float64(0.8815699680579149))"
1475,"('Techno Functional Business Analyst', np.float64(0.9894517166935661))","('Techno Functional Business Analyst', np.float64(0.9894517166935661))","('Node.Js Developer', np.float64(0.9785917727642667))"
1476,"('Senior Academic Counselor', np.float64(0.9622858248082954))","('Senior BI Analytics Engineer', np.float64(0.9614213464197543))","('Data Analyst', np.float64(0.9604727453845431))"
1477,"('CP Master Data Analyst', np.float64(0.9064283602018617))","('Senior Analyst - Procurement Operations', np.float64(0.8968405492033241))","('Sponsorship Manager', np.float64(0.8466049791108676))"
1478,"('Business Development Executive/Inside Sales', np.float64(0.9501238676373414))","('Retail Sales Specialist', np.float64(0.9483134176125766))","('Sales Manager', np.float64(0.9447338141959256))"
1479,"('Inside Sales Representative Lead Gen', np.float64(0.8935575886364067))","('Interim Legal Counsel', np.float64(0.8772708944338792))","('Senior Business Analyst- Pre Sales', np.float64(0.8683790711805532))"
1480,"('Service Engineer', np.float64(0.907919196097686))","('Python Developer, Forward Kitchens (Remote) - $60,000/year USD', np.float64(0.8413675678731783))","('Python Developer, Forward Kitchens (Remote) - $60,000/year USD', np.float64(0.8413675678731783))"
1481,"('Senior Security Engineer', np.float64(0.8818679720977085))","('Floating Staff Payroll Manager', np.float64(0.8683737373350707))","('Senior Product Support Analyst', np.float64(0.8454737512223353))"
1482,"('Sales Executive', np.float64(0.8940208417407581))","('Sales Manager', np.float64(0.8923098531865444))","('Backoffice Sales Coordinator - ( Electrical )', np.float64(0.8881992956550719))"
1483,"('Business Development Executive', np.float64(0.9321059224906183))","('Business Development Executive', np.float64(0.9321059224906183))","('Product Support Engineer', np.float64(0.9032390791984248))"
1484,"('Team Member - Culinary (Kitchen Staff)', np.float64(0.8514622700907023))","('Accounts MIS Specialist', np.float64(0.8369032856939489))","('Accounts MIS Specialist', np.float64(0.8369032856939489))"
1485,"('Part-Time Recruiter', np.float64(0.9180908313791505))","('Anti-Money Laundering Analyst', np.float64(0.9161007774132399))","('Senior Analyst- Investment Banking', np.float64(0.8855375423436138))"
1486,"('Executive Assistant', np.float64(0.8793279000891969))","('Executive Assistant', np.float64(0.8793279000891969))","('Executive Assistant', np.float64(0.8793279000891969))"
1487,"('IT Data Engineer | MUST: DBT, Snowflake, Fivetran, Qlik, Oracle', np.float64(0.8911371409581623))","('Senior Content Writer', np.float64(0.8909230067805731))","('Public Relations Executive', np.float64(0.8824014118423374))"
1488,"('Account Executive', np.float64(0.970038087473513))","('Assistant Manager-Fund Accounting', np.float64(0.9172600054221003))","('Assistant Manager-Fund Accounting', np.float64(0.9172600054221003))"
1489,"('Jr STEM Engineer', np.float64(0.944592715077419))","('Software Engineering Fresher', np.float64(0.9321782123372464))","('Python Intern', np.float64(0.9258610549272684))"
1490,"('Lead AI Scientist - Chennai, India', np.float64(0.7084623530577425))","('Lead AI Scientist - Chennai, India', np.float64(0.7084623530577425))","('Vendor Management Analyst', np.float64(0.6800208659888223))"
1491,"('Affiliate Marketing Manager', np.float64(0.7201633090393393))","('Zumba Instructor', np.float64(0.6993350926240316))","('Senior Academic Counselor', np.float64(0.6638648267202597))"
1492,"('CI/Laravel Developer', np.float64(0.9493044739039609))","('Unreal developer', np.float64(0.9478932120711852))","('Unreal developer', np.float64(0.9478932120711852))"
1493,"('Bluetooth Firmware Engineer', np.float64(0.9104399270150398))","('Business Analyst', np.float64(0.9102558359465764))","('Business Analyst', np.float64(0.9102558359465764))"
1494,"('Financial Controller', np.float64(0.9563821626930613))","('Accounting Supervisor', np.float64(0.9149705353595834))","('R40008/R40009/R40010- Senior Internal Audit Analyst', np.float64(0.9086883732988309))"
1495,"('Accounting Analyst [T500-5445]', np.float64(0.9583676868715598))","('Business Development Executive/Inside Sales', np.float64(0.8990072182811012))","('Backoffice Sales Coordinator - ( Electrical )', np.float64(0.8864192473862166))"
1496,"('Part-Time Trainer – AI & Data Science (Bengaluru)', np.float64(0.9107988442681745))","('Part-Time Trainer – AI & Data Science (Bengaluru)', np.float64(0.9107988442681745))","('AI Developer', np.float64(0.8869327658981299))"
1497,"('Data Analyst - Motor Underwriting', np.float64(0.9745912142893148))","('Data Analyst - Motor Underwriting', np.float64(0.9745912142893148))","('Data Analyst - Motor Underwriting', np.float64(0.9745912142893148))"
1498,"('Sr. Digital Signal Processing Engineer', np.float64(0.8730108318915811))","('Sr. Digital Signal Processing Engineer', np.float64(0.8730108318915811))","('Call Center Operations Analyst I', np.float64(0.857715779421862))"
1499,"('Assistant Manager-Fund Accounting', np.float64(0.9754324136935979))","('Assistant Manager-Fund Accounting', np.float64(0.9754324136935979))","('Murex FO Business Analyst', np.float64(0.9635755722694489))"
1500,"('WFM - Senior Real Time Analyst RTA', np.float64(0.9640866007929092))","('Power App Developer', np.float64(0.9510024684496861))","('Executive Assistant', np.float64(0.9468117567682248))"
1501,"('Email and Chat Support', np.float64(0.8344946369799577))","('Senior Business Analyst - Salesforce', np.float64(0.8166540005368118))","('Senior Business Analyst - Salesforce', np.float64(0.8166540005368118))"
1502,"('RPA Reliability Engineer', np.float64(0.8693728367055724))","('Claims Associate', np.float64(0.8072892344839993))","('Job Opening for Oracle Cerner core', np.float64(0.7869180673396217))"
1503,"('Team Member - Culinary (Kitchen Staff)', np.float64(0.9482611885075589))","('Senior Machine Learning Engineer', np.float64(0.9396212934885391))","('Chef', np.float64(0.9156854372454043))"
1504,"('Assistant Vice President –AP Operations', np.float64(0.9657768285366745))","('Business Development Specialist', np.float64(0.9440558453141449))","('Senior Business Analyst- Pre Sales', np.float64(0.9336825823996062))"
1505,"('Embedded Engineer Timing & Sync', np.float64(0.9921751687031588))","('Staff/Senior Staff/Principal DSP, Vision Engineer', np.float64(0.9768848180770874))","('Staff/Senior Staff/Principal DSP, Vision Engineer', np.float64(0.9768848180770874))"
1506,"('Openings for Payments BA', np.float64(0.9386558257356479))","('Accounting Supervisor', np.float64(0.9173491409999495))","('Account Executive', np.float64(0.9057876698036604))"
1507,"('Analyst Relations Specialist', np.float64(0.9999999165534973))","('Analyst', np.float64(0.9640146557690095))","('Senior Analyst-Equity Research (Middle Eastern Region)', np.float64(0.9437501202162574))"
1508,"('Amazon Branding Specialist / Private Labelling', np.float64(0.9121494831695586))","('Sales and Marketing Analyst', np.float64(0.9094662133304454))","('Sales and Marketing Analyst', np.float64(0.9094662133304454))"
1509,"('Oracle Fusion Finance Functional Consultant', np.float64(0.9188786915842072))","('Quality Analyst - call monitoring (NON IT))', np.float64(0.9169302190406251))","('Quality Analyst - call monitoring (NON IT))', np.float64(0.9169302190406251))"
1510,"('account internship', np.float64(0.9795327669120908))","('Senior Analyst', np.float64(0.9676226263615475))","('Senior Analyst', np.float64(0.9676226263615475))"
1511,"('ForgeRock Engineer', np.float64(0.9736428315426755))","('Azure Data Engineer', np.float64(0.9630999657551392))","('Azure Data Engineer', np.float64(0.9630999657551392))"
1512,"('Studio Manager', np.float64(0.946104623271555))","('Technical Director', np.float64(0.9275487228886808))","('Research Engineer', np.float64(0.9115662749494549))"
1513,"('Teamcenter Developer', np.float64(1.0000000953674317))","('Node js Developer', np.float64(0.9999999165534973))","('Product Owners with Scrum Master', np.float64(0.9908899335326167))"
1514,"('Global Supply Chain Analyst - Excel & Power BI', np.float64(0.9207625965927322))","('Global Supply Chain Analyst - Excel & Power BI', np.float64(0.9207625965927322))","('Tech Project Coordinator/Business Analyst', np.float64(0.907151442076013))"
1515,"('Patent Drafting (software, electronics, and telecommunication domains) and Patent Searches', np.float64(0.8978526869094418))","('Project Analyst (Remote)', np.float64(0.8270815651303971))","('Business Analyst', np.float64(0.8270273490027))"
1516,"('Compensation Analyst', np.float64(0.8707757724442268))","('Interim Legal Counsel', np.float64(0.8702828199195375))","('Account Manager', np.float64(0.8613914369980419))"
1517,"('Full Stack Lead- NodeJs', np.float64(0.8436117051662213))","('Teacher', np.float64(0.8433582727678227))","('Elementary School Teacher', np.float64(0.8160039220251122))"
1518,"('Business Development Manager', np.float64(0.9772863501866145))","('Sr Product Designer', np.float64(0.9296648620445023))","('Junior Architect', np.float64(0.9285755914346374))"
1519,"('Sr. Digital Marketing Trainer', np.float64(0.9528119266154864))","('Python trainer', np.float64(0.9117896850377429))","('subject Matter Expert Trainer', np.float64(0.8693530368988605))"
1520,"('Drupal Developer', np.float64(0.9448295370812305))","('Drupal Developer', np.float64(0.9448295370812305))","('Head of Ecommerce', np.float64(0.9077076289597745))"
1521,"('Senior Data Scientist', np.float64(0.9473807788290345))","('Senior Data Scientist', np.float64(0.9473807788290345))","('Information Technology- Internal Auditor', np.float64(0.9304652986208527))"
1522,"('Digital Marketing Executive/Manager', np.float64(0.9860647588304229))","('Digital Marketing Lead', np.float64(0.9654301295540452))","('Business Development Executive', np.float64(0.9634472426043232))"
1523,"('Software Project Manager', np.float64(1.0000000953674317))","('Hiring Business Analyst cum PM Experience!!!', np.float64(0.9999999761581421))","('Hiring Business Analyst cum PM Experience!!!', np.float64(0.9999999761581421))"
1524,"('Backend Developer (Laravel)', np.float64(0.9079784667300184))","('IT Data Engineer | MUST: DBT, Snowflake, Fivetran, Qlik, Oracle', np.float64(0.8805463686328938))","('Marketing Executive', np.float64(0.8655072995601325))"
1525,"('Azure Development', np.float64(0.9102919706864665))","('Senior Actuarial Analyst', np.float64(0.9060232153265665))","('Senior Actuarial Analyst', np.float64(0.9060232153265665))"
1526,"('Human Resources Intern', np.float64(0.9068354200146873))","('Senior Manager of Product Management', np.float64(0.8985176044825844))","('Senior Manager of Product Management', np.float64(0.8985176044825844))"
1527,"('Senior/Lead Data Engineer(Snowflake/ETL)', np.float64(0.9385997878850246))","('Senior/Lead Data Engineer(Snowflake/ETL)', np.float64(0.9385997878850246))","('Financial Crime On-going Monitoring', np.float64(0.9343206535739254))"
